"Unnamed: 0","Unnamed: 1","Unnamed: 2","Unnamed: 3","Unnamed: 4","Unnamed: 5","Unnamed: 6","Unnamed: 7","Unnamed: 8","Unnamed: 9","Unnamed: 10","Unnamed: 11","Unnamed: 12","Unnamed: 13","Unnamed: 14","Unnamed: 15","Unnamed: 16"
"","3900","7","CEIDM3980","5921.71","","","CEIDM3910","6430.19","","","CEIDM3912","6948.17","","","CEIDM3914","7455.52"
"","4000","8","CEIDM4080","6056.49","","","CEIDM4010","6558.26","","","CEIDM4012","7099.61","","","CEIDM4014","7595.71"
"","4200","8","CEIDM4280","6191.26","","","CEIDM4210","6686.34","","","CEIDM4212","7251.05","","","CEIDM4214","7735.89"
"","4400","8","CEIDM4480","6413.54","","","CEIDM4410","6931.29","","","CEIDM4412","7517.1","","","CEIDM4414","8023.61"
"","4500","9","CEIDM4580","7144.03","","","CEIDM4510","7462.1","","","CEIDM4512","8380.02","","","CEIDM4514","8915.83"
"","4600","8","CEIDM4680","6548.32","","","CEIDM4610","7059.37","","","CEIDM4612","7668.54","","","CEIDM4614","8163.79"
"","4700","9","CEIDM4780","7476.14","","","CEIDM4710","7851.78","","","CEIDM4712","8802.13","","","CEIDM4714","9384.47"
"","4900","9","CEIDM4980","6905.37","","","CEIDM4910","7432.4","","","CEIDM4912","8086.04","","","CEIDM4914","8591.69"
"","5000","10","CEIDM5080","7731.2","","","CEIDM5010","8025.42","","","CEIDM5012","9118.06","","","CEIDM5014","9705.66"
"","5100","9","CEIDM5180","7821.64","","","CEIDM5110","8452.79","","","CEIDM5112","9110.76","","","CEIDM5114","9735.48"
"","5200","10","CEIDM5280","8070.01","","","CEIDM5210","8520.77","","","CEIDM5212","9483.43","","","CEIDM5214","10115.48"
"","5400","10","CEIDM5480","8153.75","","","CEIDM5410","8842.47","","","CEIDM5412","9532.87","","","CEIDM5414","10204.12"
"","5500","11","CEIDM5580","8204.78","","","CEIDM5510","8648.85","","","CEIDM5512","9634.87","","","CEIDM5514","10255.66"
"","5600","10","CEIDM5680","8408.82","","","CEIDM5610","9016.12","","","CEIDM5612","9848.8","","","CEIDM5614","10525.31"
"","5700","11","CEIDM5780","8423.3","","","CEIDM5710","9098.63","","","CEIDM5712","9835.75","","","CEIDM5714","10484.49"
"","5900","11","CEIDM5980","8747.62","","","CEIDM5910","9511.46","","","CEIDM5912","10214.17","","","CEIDM5914","10935.13"
"","6000","12","CEIDM6080","9795.79","","","CEIDM6010","10775.37","","","CEIDM6012","11852.91","","","CEIDM6014","13038.2"
"","","","","","","","","","","","","","","","",""
"CAMPANA INDUCTORA CENTRAL","ANCHO","","FONDO 1400","","","","FONDO 1800","","","","FONDO 2200","","","","FONDO 2500",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1200","4","CEIDC1214","3901.96","","","CEIDC1218","3988.87","","","CEIDC1222","4635.84","","","CEIDC1225","4839.46"
"","1500","6","CEIDC1514","4559.87","","","CEIDC1518","4761.94","","","CEIDC1522","5473.76","","","CEIDC1525","5708.96"
"","1700","6","CEIDC1714","4984.76","","","CEIDC1718","5023.98","","","CEIDC1722","6020.39","","","CEIDC1725","6288.1"
"","2000","8","CEIDC2014","5655.15","","","CEIDC2018","6007.45","","","CEIDC2022","6743.91","","","CEIDC2025","7112.61"
"","2200","8","CEIDC2214","5764.19","","","CEIDC2218","6103.1","","","CEIDC2222","6886.29","","","CEIDC2225","7208.43"
"","2400","8","CEIDC2414","7212.88","","","CEIDC2418","7537.33","","","CEIDC2422","8423.78","","","CEIDC2425","8808.51"
"","2500","10","CEIDC2514","6495.8","","","CEIDC2518","6866.65","","","CEIDC2522","7738.76","","","CEIDC2525","8149.9"
"","2700","10","CEIDC2714","7870.79","","","CEIDC2718","8310.39","","","CEIDC2722","9261.7","","","CEIDC2725","9678.01"
"","2900","10","CEIDC2914","8295.68","","","CEIDC2918","8572.43","","","CEIDC2922","9808.33","","","CEIDC2925","10257.14"
"","3000","12","CEIDC3014","8528.71","","","CEIDC3018","9083.46","","","CEIDC3022","10099.62","","","CEIDC3025","10547.5"
"","3200","12","CEIDC3214","8953.59","","","CEIDC3218","9345.5","","","CEIDC3222","10646.25","","","CEIDC3225","11126.64"
"","3400","12","CEIDC3414","9378.47","","","CEIDC3418","9607.54","","","CEIDC3422","11192.89","","","CEIDC3425","11705.78"
"","3500","14","CEIDC3514","9623.99","","","CEIDC3518","10328.97","","","CEIDC3522","11369.77","","","CEIDC3525","11951.15"
"","3600","12","CEIDC3614","10523.8","","","CEIDC3618","11085.78","","","CEIDC3622","12211.73","","","CEIDC3625","12777.56"
"","3700","14","CEIDC3714","10048.87","","","CEIDC3718","10591.01","","","CEIDC3722","11916.4","","","CEIDC3725","12530.29"
"","3900","14","CEIDC3914","10157.91","","","CEIDC3918","10686.66","","","CEIDC3922","12058.78","","","CEIDC3925","12626.11"
"","4000","16","CEIDC4014","10719.26","","","CEIDC4018","11574.49","","","CEIDC4022","12639.92","","","CEIDC4025","13354.81"
"","4200","16","CEIDC4214","10828.3","","","CEIDC4218","11670.14","","","CEIDC4222","12782.3","","","CEIDC4225","13450.63"
"","4400","16","CEIDC4414","10937.35","","","CEIDC4418","11765.79","","","CEIDC4422","12924.68","","","CEIDC4425","13546.45"
"","4500","18","CEIDC4514","11559.91","","","CEIDC4518","12433.68","","","CEIDC4522","13634.77","","","CEIDC4525","14392.09"
"","4600","16","CEIDC4614","12689.39","","","CEIDC4618","13156","","","CEIDC4622","14980.83","","","CEIDC4625","15674.83"
"","4700","18","CEIDC4714","11668.95","","","CEIDC4718","12529.33","","","CEIDC4722","13777.15","","","CEIDC4725","14487.91"
"","4900","18","CEIDC4914","13347.31","","","CEIDC4918","13929.06","","","CEIDC4922","15818.74","","","CEIDC4925","16544.32"
"","5000","20","CEIDC5014","12400.56","","","CEIDC5018","13292.88","","","CEIDC5022","14629.62","","","CEIDC5025","15429.38"
"","5100","18","CEIDC5114","13772.19","","","CEIDC5118","14191.11","","","CEIDC5122","16365.38","","","CEIDC5125","17123.46"
"","5200","20","CEIDC5214","14030.18","","","CEIDC5218","15122.94","","","CEIDC5222","16427.87","","","CEIDC5225","17323.85"
"","5400","20","CEIDC5414","14442.59","","","CEIDC5418","15174.58","","","CEIDC5422","17088.9","","","CEIDC5425","17947.97"
"","5500","22","CEIDC5514","14688.1","","","CEIDC5518","15896.01","","","CEIDC5522","17265.78","","","CEIDC5525","18193.35"
"","5600","20","CEIDC5614","14551.63","","","CEIDC5618","15270.23","","","CEIDC5622","17231.28","","","CEIDC5625","18043.79"
"","5700","22","CEIDC5714","15112.98","","","CEIDC5718","16158.05","","","CEIDC5722","17812.42","","","CEIDC5725","18772.49"
"","5900","22","CEIDC5914","14906.18","","","CEIDC5918","16087.31","","","CEIDC5922","17550.54","","","CEIDC5925","18384.99"
"","6000","24","CEIDC6014","15783.37","","","CEIDC6018","17141.52","","","CEIDC6022","18535.94","","","CEIDC6025","19597"
"","","","","","","","","","","","","","","","",""
"CAMPANA INVERTIDA BÁSICA MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1000","2","CEIVBM1080","1234.39","","","CEIVBM1010","1335.82","","","CEIVBM1012","1573.47","","","CEIVBM1014","1727.53"
"","1200","2","CEIVBM1280","1387.87","","","CEIVBM1210","1478.84","","","CEIVBM1212","1724.75","","","CEIVBM1214","1882.47"
"","1500","3","CEIVBM1580","1582.45","","","CEIVBM1510","1718.15","","","CEIVBM1512","1989.24","","","CEIVBM1514","2183.12"
"","1700","3","CEIVBM1780","1719.62","","","CEIVBM1710","1792.07","","","CEIVBM1712","2173.7","","","CEIVBM1714","2371.65"
"","2000","4","CEIVBM2080","1926.81","","","CEIVBM2010","2120.86","","","CEIVBM2012","2401.52","","","CEIVBM2014","2634.01"
"","2200","4","CEIVBM2280","2035.79","","","CEIVBM2210","2224.64","","","CEIVBM2212","2523.46","","","CEIVBM2214","2747.2"
"","2400","4","CEIVBM2480","2601.13","","","CEIVBM2410","2787.39","","","CEIVBM2412","3142.04","","","CEIVBM2414","3390.94"
"","2500","5","CEIVBM2580","2248.43","","","CEIVBM2510","2449.69","","","CEIVBM2512","2783.04","","","CEIVBM2514","3014.87"
"","2700","5","CEIVBM2780","2795.71","","","CEIVBM2710","3026.7","","","CEIVBM2712","3406.54","","","CEIVBM2714","3691.58"
"","2900","5","CEIVBM2980","2932.88","","","CEIVBM2910","3100.62","","","CEIVBM2912","3591","","","CEIVBM2914","3880.12"
"","3000","6","CEIVBM3080","2990.29","","","CEIVBM3010","3266","","","CEIVBM3012","3671.03","","","CEIVBM3014","3992.23"
"","3200","6","CEIVBM3280","3127.46","","","CEIVBM3210","3339.92","","","CEIVBM3212","3855.49","","","CEIVBM3214","4180.77"
"","3400","6","CEIVBM3480","3264.63","","","CEIVBM3410","3413.84","","","CEIVBM3412","4039.95","","","CEIVBM3414","4369.3"
"","3500","7","CEIVBM3580","3334.64","","","CEIVBM3510","3668.71","","","CEIVBM3512","4083.31","","","CEIVBM3514","4443.12"
"","3600","6","CEIVBM3680","3814.39","","","CEIVBM3610","4095.94","","","CEIVBM3612","4559.34","","","CEIVBM3614","4899.41"
"","3700","7","CEIVBM3780","3471.81","","","CEIVBM3710","3742.63","","","CEIVBM3712","4267.77","","","CEIVBM3714","4631.66"
"","3900","7","CEIVBM3980","3580.8","","","CEIVBM3910","3846.42","","","CEIVBM3912","4389.71","","","CEIVBM3914","4744.85"
"","4000","8","CEIVBM4080","3679","","","CEIVBM4010","4071.42","","","CEIVBM4012","4495.59","","","CEIVBM4014","4894.01"
"","4200","8","CEIVBM4280","3787.98","","","CEIVBM4210","4175.21","","","CEIVBM4212","4617.53","","","CEIVBM4214","5007.2"
"","4400","8","CEIVBM4480","3896.97","","","CEIVBM4410","4278.99","","","CEIVBM4412","4739.46","","","CEIVBM4414","5120.39"
"","4500","9","CEIVBM4580","4000.62","","","CEIVBM4510","4400.25","","","CEIVBM4512","4877.11","","","CEIVBM4514","5274.87"
"","4600","8","CEIVBM4680","4477.88","","","CEIVBM4610","4722.39","","","CEIVBM4612","5457.25","","","CEIVBM4614","5877.77"
"","4700","9","CEIVBM4780","4109.61","","","CEIVBM4710","4504.04","","","CEIVBM4712","4999.05","","","CEIVBM4714","5388.06"
"","4900","9","CEIVBM4980","4672.46","","","CEIVBM4910","4961.7","","","CEIVBM4912","5721.74","","","CEIVBM4914","6178.42"
"","5000","10","CEIVBM5080","4322.25","","","CEIVBM5010","4729.09","","","CEIVBM5012","5258.63","","","CEIVBM5014","5655.73"
"","5100","9","CEIVBM5180","4809.63","","","CEIVBM5110","5035.62","","","CEIVBM5112","5906.2","","","CEIVBM5114","6366.95"
"","5200","10","CEIVBM5280","4892.25","","","CEIVBM5210","5379.97","","","CEIVBM5212","5912.89","","","CEIVBM5214","6402.48"
"","5400","10","CEIVBM5480","5016.82","","","CEIVBM5410","5364.41","","","CEIVBM5412","6134.02","","","CEIVBM5414","6629.31"
"","5500","11","CEIVBM5580","5086.83","","","CEIVBM5510","5619.28","","","CEIVBM5512","6177.38","","","CEIVBM5514","6703.13"
"","5600","10","CEIVBM5680","5125.8","","","CEIVBM5610","5468.19","","","CEIVBM5612","6255.96","","","CEIVBM5614","6742.5"
"","5700","11","CEIVBM5780","5224","","","CEIVBM5710","5693.2","","","CEIVBM5712","6361.84","","","CEIVBM5714","6891.66"
"","5900","11","CEIVBM5980","5304.81","","","CEIVBM5910","5826.85","","","CEIVBM5912","6421.25","","","CEIVBM5914","6929.51"
"","6000","12","CEIVBM6080","5431.19","","","CEIVBM6010","6021.99","","","CEIVBM6012","6589.66","","","CEIVBM6014","7154.02"
"","","","","","","","","","","","","","","","",""
"CAMPANA INVERTIDA INTEGRAL MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1000","2","CEIVIM1080","1367.11","","","CEIVIM1010","1468.53","","","CEIVIM1012","1706.19","","","CEIVIM1014","1860.24"
"","1200","2","CEIVIM1280","1534.61","","","CEIVIM1210","1625.58","","","CEIVIM1212","1871.49","","","CEIVIM1214","2029.21"
"","1500","3","CEIVIM1580","1768.46","","","CEIVIM1510","1904.16","","","CEIVIM1512","2175.25","","","CEIVIM1514","2369.13"
"","1700","3","CEIVIM1780","1921.64","","","CEIVIM1710","1994.08","","","CEIVIM1712","2375.72","","","CEIVIM1714","2573.67"
"","2000","4","CEIVIM2080","2168.04","","","CEIVIM2010","2362.09","","","CEIVIM2012","2642.75","","","CEIVIM2014","2875.24"
"","2200","4","CEIVIM2280","2289.73","","","CEIVIM2210","2478.58","","","CEIVIM2212","2777.39","","","CEIVIM2214","3001.13"
"","2400","4","CEIVIM2480","2894.61","","","CEIVIM2410","3080.87","","","CEIVIM2412","3435.52","","","CEIVIM2414","3684.42"
"","2500","5","CEIVIM2580","2535.7","","","CEIVIM2510","2736.95","","","CEIVIM2512","3070.31","","","CEIVIM2514","3302.13"
"","2700","5","CEIVIM2780","3128.46","","","CEIVIM2710","3359.45","","","CEIVIM2712","3739.29","","","CEIVIM2714","4024.33"
"","2900","5","CEIVIM2980","3281.63","","","CEIVIM2910","3449.37","","","CEIVIM2912","3939.75","","","CEIVIM2914","4228.88"
"","3000","6","CEIVIM3080","3362.31","","","CEIVIM3010","3638.02","","","CEIVIM3012","4043.05","","","CEIVIM3014","4364.25"
"","3200","6","CEIVIM3280","3515.48","","","CEIVIM3210","3727.95","","","CEIVIM3212","4243.52","","","CEIVIM3214","4568.79"
"","3400","6","CEIVIM3480","3668.66","","","CEIVIM3410","3817.87","","","CEIVIM3412","4443.98","","","CEIVIM3414","4773.33"
"","3500","7","CEIVIM3580","3761.88","","","CEIVIM3510","4095.95","","","CEIVIM3512","4510.55","","","CEIVIM3514","4870.36"
"","3600","6","CEIVIM3680","4254.61","","","CEIVIM3610","4536.16","","","CEIVIM3612","4999.56","","","CEIVIM3614","5339.63"
"","3700","7","CEIVIM3780","3915.06","","","CEIVIM3710","4185.88","","","CEIVIM3712","4711.02","","","CEIVIM3714","5074.9"
"","3900","7","CEIVIM3980","4036.75","","","CEIVIM3910","4302.37","","","CEIVIM3912","4845.66","","","CEIVIM3914","5200.8"
"","4000","8","CEIVIM4080","4161.46","","","CEIVIM4010","4553.88","","","CEIVIM4012","4978.05","","","CEIVIM4014","5376.47"
"","4200","8","CEIVIM4280","4283.15","","","CEIVIM4210","4670.37","","","CEIVIM4212","5112.69","","","CEIVIM4214","5502.37"
"","4400","8","CEIVIM4480","4404.84","","","CEIVIM4410","4786.86","","","CEIVIM4412","5247.33","","","CEIVIM4414","5628.26"
"","4500","9","CEIVIM4580","4529.12","","","CEIVIM4510","4928.75","","","CEIVIM4512","5405.61","","","CEIVIM4514","5803.37"
"","4600","8","CEIVIM4680","5028.65","","","CEIVIM4610","5273.16","","","CEIVIM4612","6008.02","","","CEIVIM4614","6428.54"
"","4700","9","CEIVIM4780","4650.81","","","CEIVIM4710","5045.24","","","CEIVIM4712","5540.25","","","CEIVIM4714","5929.26"
"","4900","9","CEIVIM4980","5262.5","","","CEIVIM4910","5551.74","","","CEIVIM4912","6311.78","","","CEIVIM4914","6768.46"
"","5000","10","CEIVIM5080","4896.78","","","CEIVIM5010","5303.62","","","CEIVIM5012","5833.16","","","CEIVIM5014","6230.26"
"","5100","9","CEIVIM5180","5415.68","","","CEIVIM5110","5641.66","","","CEIVIM5112","6512.25","","","CEIVIM5114","6973"
"","5200","10","CEIVIM5280","5521.45","","","CEIVIM5210","6009.17","","","CEIVIM5212","6542.09","","","CEIVIM5214","7031.68"
"","5400","10","CEIVIM5480","5662.08","","","CEIVIM5410","6009.67","","","CEIVIM5412","6779.28","","","CEIVIM5414","7274.57"
"","5500","11","CEIVIM5580","5755.3","","","CEIVIM5510","6287.75","","","CEIVIM5512","6845.85","","","CEIVIM5514","7371.6"
"","5600","10","CEIVIM5680","5783.77","","","CEIVIM5610","6126.16","","","CEIVIM5612","6913.92","","","CEIVIM5614","7400.46"
"","5700","11","CEIVIM5780","5908.48","","","CEIVIM5710","6377.67","","","CEIVIM5712","7046.32","","","CEIVIM5714","7576.14"
"","5900","11","CEIVIM5980","5998.69","","","CEIVIM5910","6520.73","","","CEIVIM5912","7115.13","","","CEIVIM5914","7623.39"
"","6000","12","CEIVIM6080","6154.88","","","CEIVIM6010","6745.68","","","CEIVIM6012","7313.35","","","CEIVIM6014","7877.71"
"","","","","","","","","","","","","","","","",""
"CAMPANA INVERTIDA COMPENSADA MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"","1200","2","CEIVCM1280","1847.25","","","CEIVCM1210","1946.48","","","CEIVCM1212","2214.74","","","CEIVCM1214","2386.81"
"","1500","3","CEIVCM1580","2123.55","","","CEIVCM1510","2271.58","","","CEIVCM1512","2567.32","","","CEIVCM1514","2778.82"
"","1700","3","CEIVCM1780","2337.28","","","CEIVCM1710","2416.31","","","CEIVCM1712","2832.64","","","CEIVCM1714","3048.59"
"","2000","4","CEIVCM2080","2620.42","","","CEIVCM2010","2832.11","","","CEIVCM2012","3138.29","","","CEIVCM2014","3391.91"
"","2200","4","CEIVCM2280","2732.85","","","CEIVCM2210","2938.87","","","CEIVCM2212","3264.85","","","CEIVCM2214","3508.93"
"","2400","4","CEIVCM2480","3504","","","CEIVCM2410","3707.2","","","CEIVCM2412","4094.09","","","CEIVCM2414","4365.61"
"","2500","5","CEIVCM2580","3035.34","","","CEIVCM2510","3254.88","","","CEIVCM2512","3618.54","","","CEIVCM2514","3871.44"
"","2700","5","CEIVCM2780","3780.3","","","CEIVCM2710","4032.29","","","CEIVCM2712","4446.66","","","CEIVCM2714","4757.62"
"","2900","5","CEIVCM2980","3994.04","","","CEIVCM2910","4177.03","","","CEIVCM2912","4711.99","","","CEIVCM2914","5027.4"
"","3000","6","CEIVCM3080","4056.6","","","CEIVCM3010","4357.38","","","CEIVCM3012","4799.23","","","CEIVCM3014","5149.63"
"","3200","6","CEIVCM3280","4270.34","","","CEIVCM3210","4502.12","","","CEIVCM3212","5064.56","","","CEIVCM3214","5419.4"
"","3400","6","CEIVCM3480","4484.08","","","CEIVCM3410","4646.86","","","CEIVCM3412","5329.88","","","CEIVCM3414","5689.18"
"","3500","7","CEIVCM3580","4553.48","","","CEIVCM3510","4917.92","","","CEIVCM3512","5370.2","","","CEIVCM3514","5762.72"
"","3600","6","CEIVCM3680","5160.76","","","CEIVCM3610","5467.91","","","CEIVCM3612","5973.43","","","CEIVCM3614","6344.42"
"","3700","7","CEIVCM3780","4767.21","","","CEIVCM3710","5062.65","","","CEIVCM3712","5635.53","","","CEIVCM3714","6032.5"
"","3900","7","CEIVCM3980","4879.65","","","CEIVCM3910","5169.41","","","CEIVCM3912","5762.09","","","CEIVCM3914","6149.51"
"","4000","8","CEIVCM4080","5050.35","","","CEIVCM4010","5478.45","","","CEIVCM4012","5941.18","","","CEIVCM4014","6375.82"
"","4200","8","CEIVCM4280","5162.78","","","CEIVCM4210","5585.21","","","CEIVCM4212","6067.73","","","CEIVCM4214","6492.83"
"","4400","8","CEIVCM4480","5275.21","","","CEIVCM4410","5691.96","","","CEIVCM4412","6194.29","","","CEIVCM4414","6609.85"
"","4500","9","CEIVCM4580","5465.26","","","CEIVCM4510","5901.22","","","CEIVCM4512","6421.43","","","CEIVCM4514","6855.35"
"","4600","8","CEIVCM4680","6140.83","","","CEIVCM4610","6407.57","","","CEIVCM4612","7209.23","","","CEIVCM4614","7667.98"
"","4700","9","CEIVCM4780","5577.7","","","CEIVCM4710","6007.98","","","CEIVCM4712","6547.99","","","CEIVCM4714","6972.37"
"","4900","9","CEIVCM4980","6417.13","","","CEIVCM4910","6732.66","","","CEIVCM4912","7561.8","","","CEIVCM4914","8059.99"
"","5000","10","CEIVCM5080","5880.18","","","CEIVCM5010","6324","","","CEIVCM5012","6901.69","","","CEIVCM5014","7334.89"
"","5100","9","CEIVCM5180","6630.87","","","CEIVCM5110","6877.4","","","CEIVCM5112","7827.13","","","CEIVCM5114","8329.77"
"","5200","10","CEIVCM5280","6707.1","","","CEIVCM5210","7239.16","","","CEIVCM5212","7820.52","","","CEIVCM5214","8354.62"
"","5400","10","CEIVCM5480","6914.01","","","CEIVCM5410","7293.2","","","CEIVCM5412","8132.77","","","CEIVCM5414","8673.09"
"","5500","11","CEIVCM5580","6983.4","","","CEIVCM5510","7564.25","","","CEIVCM5512","8173.09","","","CEIVCM5514","8746.63"
"","5600","10","CEIVCM5680","7026.44","","","CEIVCM5610","7399.95","","","CEIVCM5612","8259.33","","","CEIVCM5614","8790.1"
"","5700","11","CEIVCM5780","7197.14","","","CEIVCM5710","7708.99","","","CEIVCM5712","8438.42","","","CEIVCM5714","9016.4"
"","5900","11","CEIVCM5980","7208.27","","","CEIVCM5910","7777.77","","","CEIVCM5912","8426.21","","","CEIVCM5914","8980.67"
"","6000","12","CEIVCM6080","7480.28","","","CEIVCM6010","8124.79","","","CEIVCM6012","8744.06","","","CEIVCM6014","9359.72"
"","","","","","","","","","","","","","","","",""
"CAMPANA INVERTIDA MONOBLOCK MURAL","ANCHO","","FONDO 800","","","","FONDO 1000","","","","FONDO 1200","","","","FONDO 1400",""
"MOTOR","","N.º FILTROS","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO","","","REFERENCIA","PRECIO"
"9/9 1/3 cv ","1000","2","CEIVMM9131080","1919.14","","","CEIVMM9131010","2020.57","","","CEIVMM9131012","2258.22","","","CEIVMM9131014","2412.28"
"9/9 1/3 cv ","1200","2","CEIVMM9131280","2072.62","","","CEIVMM9131210","2163.59","","","CEIVMM9131212","2409.5","","","CEIVMM9131214","2567.22"
"9/9 1/2 cv ","1200","2","CEIVMM9121280","2091.87","","","CEIVMM9121210","2182.84","","","CEIVMM9121212","2428.75","","","CEIVMM9121214","2586.47"
"9/9 1/3 cv ","1500","3","CEIVMM9131580","2267.2","","","CEIVMM9131510","2402.9","","","CEIVMM9131512","2673.99","","","CEIVMM9131514","2867.87"
"9/9 1/2 cv ","1500","3","CEIVMM9121580","2286.45","","","CEIVMM9121510","2422.15","","","CEIVMM9121512","2693.24","","","CEIVMM9121514","2887.12"
"9/9 1/3 cv ","1700","3","CEIVMM9131780","2404.37","","","CEIVMM9131710","2476.82","","","CEIVMM9131712","2858.45","","","CEIVMM9131714","3056.4"
"9/9 1/2 cv ","1700","3","CEIVMM9121780","2423.62","","","CEIVMM9121710","2496.07","","","CEIVMM9121712","2877.7","","","CEIVMM9121714","3075.65"
"9/9 3/4 cv ","1700","3","CEIVMM9341780","2456.62","","","CEIVMM9341710","2529.07","","","CEIVMM9341712","2910.7","","","CEIVMM9341714","3108.65"
"9/9 1/3 cv ","2000","4","CEIVMM9132080","2611.56","","","CEIVMM9132010","2805.61","","","CEIVMM9132012","3086.27","","","CEIVMM9132014","3318.76"
"9/9 1/2 cv ","2000","4","CEIVMM9122080","2630.81","","","CEIVMM9122010","2824.86","","","CEIVMM9122012","3105.52","","","CEIVMM9122014","3338.01"
"9/9 3/4 cv ","2000","4","CEIVMM9342080","2663.81","","","CEIVMM9342010","2857.86","","","CEIVMM9342012","3138.52","","","CEIVMM9342014","3371.01"
"9/9 1/2 cv ","2200","4","CEIVMM9122280","2739.79","","","CEIVMM9122210","2928.64","","","CEIVMM9122212","3227.46","","","CEIVMM9122214","3451.2"
"9/9 3/4 cv ","2200","4","CEIVMM9342280","2772.79","","","CEIVMM9342210","2961.64","","","CEIVMM9342212","3260.46","","","CEIVMM9342214","3484.2"
"9/9 1/2 cv ","2400","4","CEIVMM9122480","3305.13","","","CEIVMM9122410","3491.39","","","CEIVMM9122412","3846.04","","","CEIVMM9122414","4094.94"
"9/9 3/4 cv ","2400","4","CEIVMM9342480","3338.13","","","CEIVMM9342410","3524.39","","","CEIVMM9342412","3879.04","","","CEIVMM9342414","4127.94"
"9/9 1/2 cv ","2500","5","CEIVMM9122580","2952.43","","","CEIVMM9122510","3153.69","","","CEIVMM9122512","3487.04","","","CEIVMM9122514","3718.87"
"9/9 3/4 cv ","2500","5","CEIVMM9342580","2985.43","","","CEIVMM9342510","3186.69","","","CEIVMM9342512","3520.04","","","CEIVMM9342514","3751.87"
"2 x 9/9 1/2 cv","2700","5","CEIVMM9122780","4203.71","","","CEIVMM9122710","4434.7","","","CEIVMM9122712","4814.54","","","CEIVMM9122714","5099.58"
"2 x 9/9 3/4 cv","2700","5","CEIVMM9342780","4269.71","","","CEIVMM9342710","4500.7","","","CEIVMM9342712","4880.54","","","CEIVMM9342714","5165.58"
"10/10 1 cv T","2700","5","CEIVMM1012780","3532.71","","","CEIVMM1012710","3763.7","","","CEIVMM1012712","4143.54","","","CEIVMM1012714","4428.58"
"2 x 9/9 1/2 cv","2900","5","CEIVMM9122980","4340.88","","","CEIVMM9122910","4508.62","","","CEIVMM9122912","4999","","","CEIVMM9122914","5288.12"
"2 x 9/9 3/4 cv","2900","5","CEIVMM9342980","4406.88","","","CEIVMM9342910","4574.62","","","CEIVMM9342912","5065","","","CEIVMM9342914","5354.12"
"10/10 1 cv T","2900","5","CEIVMM1012980","3669.88","","","CEIVMM1012910","3837.62","","","CEIVMM1012912","4328","","","CEIVMM1012914","4617.12"
"2 x 9/9 1/2 cv","3000","6","CEIVMM9123080","4398.29","","","CEIVMM9123010","4674","","","CEIVMM9123012","5079.03","","","CEIVMM9123014","5400.23"
"2 x 9/9 3/4 cv","3000","6","CEIVMM9343080","4464.29","","","CEIVMM9343010","4740","","","CEIVMM9343012","5145.03","","","CEIVMM9343014","5466.23"
"10/10 1 cv T","3000","6","CEIVMM1013080","3727.29","","","CEIVMM1013010","4003","","","CEIVMM1013012","4408.03","","","CEIVMM1013014","4729.23"
"2 x 9/9 1/2 cv","3200","6","CEIVMM9123280","4535.46","","","CEIVMM9123210","4747.92","","","CEIVMM9123212","5263.49","","","CEIVMM9123214","5588.77"
"2 x 9/9 3/4 cv","3200","6","CEIVMM9343280","4601.46","","","CEIVMM9343210","4813.92","","","CEIVMM9343212","5329.49","","","CEIVMM9343214","5654.77"
"2 x 9/9 1/2 cv","3400","6","CEIVMM9123480","4672.63","","","CEIVMM9123410","4821.84","","","CEIVMM9123412","5447.95","","","CEIVMM9123414","5777.3"
"2 x 9/9 3/4 cv","3400","6","CEIVMM9343480","4738.63","","","CEIVMM9343410","4887.84","","","CEIVMM9343412","5513.95","","","CEIVMM9343414","5843.3"
"2 x 9/9 1/2 cv","3500","7","CEIVMM9123580","4742.64","","","CEIVMM9123510","5076.71","","","CEIVMM9123512","5491.31","","","CEIVMM9123514","5851.12"
"2 x 9/9 3/4 cv","3500","7","CEIVMM9343580","4808.64","","","CEIVMM9343510","5142.71","","","CEIVMM9343512","5557.31","","","CEIVMM9343514","5917.12"
"2 x 9/9 1/2 cv","3600","6","CEIVMM9123680","5222.39","","","CEIVMM9123610","5503.94","","","CEIVMM9123612","5967.34","","","CEIVMM9123614","6307.41"
"2 x 9/9 3/4 cv","3600","6","CEIVMM9343680","5288.39","","","CEIVMM9343610","5569.94","","","CEIVMM9343612","6033.34","","","CEIVMM9343614","6373.41"
